size,difficulty,puzzle_id,givens,score,level,size_band,ms,note
8,easy,al-sudoku-easy-12,32,138,Easy,Medium,0,
8,easy,al-sudoku-easy-120,35,126,Easy,Easy,0,
8,easy,al-sudoku-easy-121,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-122,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-123,26,152,Easy,Medium,0,
8,easy,al-sudoku-easy-124,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-125,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-126,32,138,Easy,Medium,0,
8,easy,al-sudoku-easy-127,34,120,Easy,Easy,0,
8,easy,al-sudoku-easy-128,34,120,Easy,Easy,0,
8,easy,al-sudoku-easy-129,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-13,32,138,Easy,Medium,0,
8,easy,al-sudoku-easy-130,34,120,Easy,Easy,0,
8,easy,al-sudoku-easy-131,33,134,Easy,Easy,0,
8,easy,al-sudoku-easy-132,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-133,33,134,Easy,Easy,0,
8,easy,al-sudoku-easy-134,25,156,Easy,Medium,0,
8,easy,al-sudoku-easy-135,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-136,32,138,Easy,Medium,0,
8,easy,al-sudoku-easy-137,32,138,Easy,Medium,0,
8,easy,al-sudoku-easy-138,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-139,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-14,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-140,33,134,Easy,Easy,0,
8,easy,al-sudoku-easy-141,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-142,34,120,Easy,Easy,0,
8,easy,al-sudoku-easy-143,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-144,34,120,Easy,Easy,0,
8,easy,al-sudoku-easy-145,33,134,Easy,Easy,0,
8,easy,al-sudoku-easy-146,33,164,Medium,Medium,0,
8,easy,al-sudoku-easy-147,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-148,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-149,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-15,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-150,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-151,34,120,Easy,Easy,0,
8,easy,al-sudoku-easy-152,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-153,34,120,Easy,Easy,0,
8,easy,al-sudoku-easy-154,33,134,Easy,Easy,0,
8,easy,al-sudoku-easy-155,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-156,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-157,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-158,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-159,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-16,22,52868,Extreme,Extreme,426,
8,easy,al-sudoku-easy-160,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-161,33,134,Easy,Easy,0,
8,easy,al-sudoku-easy-162,32,188,Medium,Medium,0,
8,easy,al-sudoku-easy-163,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-164,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-165,24,170,Easy,Medium,0,
8,easy,al-sudoku-easy-166,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-167,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-168,32,138,Easy,Medium,0,
8,easy,al-sudoku-easy-169,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-17,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-170,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-171,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-172,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-173,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-174,34,120,Easy,Easy,0,
8,easy,al-sudoku-easy-175,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-176,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-177,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-178,34,120,Easy,Easy,0,
8,easy,al-sudoku-easy-179,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-18,23,174,Easy,Medium,0,
8,easy,al-sudoku-easy-180,32,138,Easy,Medium,0,
8,easy,al-sudoku-easy-181,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-182,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-183,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-184,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-185,33,10120,Extreme,Extreme,38,
8,easy,al-sudoku-easy-186,34,120,Easy,Easy,0,
8,easy,al-sudoku-easy-187,34,120,Easy,Easy,0,
8,easy,al-sudoku-easy-188,34,120,Easy,Easy,0,
8,easy,al-sudoku-easy-189,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-19,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-190,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-191,34,130,Easy,Easy,0,
8,easy,al-sudoku-easy-192,34,120,Easy,Easy,0,
8,easy,al-sudoku-easy-193,32,138,Easy,Medium,0,
8,easy,al-sudoku-easy-194,32,138,Easy,Medium,0,
8,easy,al-sudoku-easy-195,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-196,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-197,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-198,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-199,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-2,25,156,Easy,Medium,0,
8,easy,al-sudoku-easy-20,34,120,Easy,Easy,0,
8,easy,al-sudoku-easy-200,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-201,34,120,Easy,Easy,0,
8,easy,al-sudoku-easy-202,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-203,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-204,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-205,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-206,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-207,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-208,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-209,32,148,Easy,Medium,0,
8,easy,al-sudoku-easy-21,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-210,33,134,Easy,Easy,0,
8,easy,al-sudoku-easy-211,35,116,Easy,Easy,0,
8,easy,al-sudoku-easy-212,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-213,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-214,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-215,34,120,Easy,Easy,0,
8,easy,al-sudoku-easy-216,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-217,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-218,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-219,34,120,Easy,Easy,0,
8,easy,al-sudoku-easy-22,34,120,Easy,Easy,0,
8,easy,al-sudoku-easy-220,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-221,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-222,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-223,32,138,Easy,Medium,0,
8,easy,al-sudoku-easy-224,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-225,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-226,33,134,Easy,Easy,0,
8,easy,al-sudoku-easy-227,32,138,Easy,Medium,0,
8,easy,al-sudoku-easy-228,34,120,Easy,Easy,0,
8,easy,al-sudoku-easy-229,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-23,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-230,34,120,Easy,Easy,0,
8,easy,al-sudoku-easy-231,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-232,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-233,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-234,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-235,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-236,34,120,Easy,Easy,0,
8,easy,al-sudoku-easy-237,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-238,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-239,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-24,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-240,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-241,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-242,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-243,33,10120,Extreme,Extreme,35,
8,easy,al-sudoku-easy-244,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-245,32,138,Easy,Medium,0,
8,easy,al-sudoku-easy-246,34,120,Easy,Easy,0,
8,easy,al-sudoku-easy-247,35,126,Easy,Easy,0,
8,easy,al-sudoku-easy-248,34,120,Easy,Easy,0,
8,easy,al-sudoku-easy-249,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-25,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-250,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-251,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-252,32,138,Easy,Medium,0,
8,easy,al-sudoku-easy-253,33,134,Easy,Easy,0,
8,easy,al-sudoku-easy-254,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-255,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-256,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-257,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-258,34,120,Easy,Easy,0,
8,easy,al-sudoku-easy-259,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-26,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-260,34,120,Easy,Easy,0,
8,easy,al-sudoku-easy-261,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-262,32,138,Easy,Medium,0,
8,easy,al-sudoku-easy-263,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-264,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-265,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-266,35,126,Easy,Easy,0,
8,easy,al-sudoku-easy-267,32,138,Easy,Medium,0,
8,easy,al-sudoku-easy-268,24,160,Easy,Medium,0,
8,easy,al-sudoku-easy-269,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-27,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-270,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-271,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-272,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-273,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-274,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-275,34,130,Easy,Easy,0,
8,easy,al-sudoku-easy-276,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-277,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-278,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-279,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-28,34,120,Easy,Easy,0,
8,easy,al-sudoku-easy-280,32,138,Easy,Medium,0,
8,easy,al-sudoku-easy-281,34,120,Easy,Easy,0,
8,easy,al-sudoku-easy-282,32,138,Easy,Medium,0,
8,easy,al-sudoku-easy-283,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-284,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-285,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-286,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-287,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-288,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-289,34,120,Easy,Easy,0,
8,easy,al-sudoku-easy-29,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-290,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-291,33,134,Easy,Easy,0,
8,easy,al-sudoku-easy-292,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-293,34,120,Easy,Easy,0,
8,easy,al-sudoku-easy-294,32,138,Easy,Medium,0,
8,easy,al-sudoku-easy-295,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-296,32,138,Easy,Medium,0,
8,easy,al-sudoku-easy-297,33,134,Easy,Easy,0,
8,easy,al-sudoku-easy-298,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-299,32,138,Easy,Medium,0,
8,easy,al-sudoku-easy-3,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-30,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-300,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-301,32,138,Easy,Medium,0,
8,easy,al-sudoku-easy-302,35,116,Easy,Easy,0,
8,easy,al-sudoku-easy-303,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-304,32,148,Easy,Medium,0,
8,easy,al-sudoku-easy-305,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-306,34,130,Easy,Easy,0,
8,easy,al-sudoku-easy-307,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-308,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-309,32,10294,Extreme,Extreme,43,
8,easy,al-sudoku-easy-31,34,120,Easy,Easy,0,
8,easy,al-sudoku-easy-310,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-311,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-312,33,164,Easy,Medium,0,
8,easy,al-sudoku-easy-313,34,120,Easy,Easy,0,
8,easy,al-sudoku-easy-314,34,120,Easy,Easy,0,
8,easy,al-sudoku-easy-315,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-316,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-317,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-318,34,120,Easy,Easy,0,
8,easy,al-sudoku-easy-319,33,134,Easy,Easy,0,
8,easy,al-sudoku-easy-32,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-320,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-321,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-322,34,120,Easy,Easy,0,
8,easy,al-sudoku-easy-323,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-324,33,134,Easy,Easy,0,
8,easy,al-sudoku-easy-325,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-326,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-327,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-328,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-329,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-33,32,138,Easy,Medium,0,
8,easy,al-sudoku-easy-330,32,138,Easy,Medium,0,
8,easy,al-sudoku-easy-331,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-332,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-333,33,134,Easy,Easy,0,
8,easy,al-sudoku-easy-334,33,144,Easy,Medium,0,
8,easy,al-sudoku-easy-335,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-336,32,148,Easy,Medium,0,
8,easy,al-sudoku-easy-337,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-338,35,116,Easy,Easy,0,
8,easy,al-sudoku-easy-339,34,130,Easy,Easy,0,
8,easy,al-sudoku-easy-34,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-340,34,120,Easy,Easy,0,
8,easy,al-sudoku-easy-341,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-342,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-343,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-344,34,120,Easy,Easy,0,
8,easy,al-sudoku-easy-345,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-346,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-347,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-348,33,134,Easy,Easy,0,
8,easy,al-sudoku-easy-349,32,148,Easy,Medium,0,
8,easy,al-sudoku-easy-35,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-350,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-351,35,116,Easy,Easy,0,
8,easy,al-sudoku-easy-352,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-353,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-354,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-355,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-356,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-357,34,120,Easy,Easy,0,
8,easy,al-sudoku-easy-358,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-359,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-36,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-360,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-361,34,120,Easy,Easy,0,
8,easy,al-sudoku-easy-362,34,120,Easy,Easy,0,
8,easy,al-sudoku-easy-37,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-38,33,134,Easy,Easy,0,
8,easy,al-sudoku-easy-39,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-4,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-40,32,138,Easy,Medium,0,
8,easy,al-sudoku-easy-41,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-42,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-43,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-44,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-45,33,154,Easy,Medium,0,
8,easy,al-sudoku-easy-46,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-47,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-48,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-49,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-5,24,340,Medium,Hard,1,
8,easy,al-sudoku-easy-50,33,134,Easy,Easy,0,
8,easy,al-sudoku-easy-51,34,130,Easy,Easy,0,
8,easy,al-sudoku-easy-52,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-53,34,120,Easy,Easy,0,
8,easy,al-sudoku-easy-54,32,138,Easy,Medium,0,
8,easy,al-sudoku-easy-55,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-56,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-57,33,134,Easy,Easy,0,
8,easy,al-sudoku-easy-58,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-59,22,178,Easy,Medium,0,
8,easy,al-sudoku-easy-6,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-60,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-61,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-62,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-63,34,120,Easy,Easy,0,
8,easy,al-sudoku-easy-64,34,130,Easy,Easy,0,
8,easy,al-sudoku-easy-65,34,120,Easy,Easy,0,
8,easy,al-sudoku-easy-66,32,138,Easy,Medium,0,
8,easy,al-sudoku-easy-67,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-68,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-69,32,148,Easy,Medium,0,
8,easy,al-sudoku-easy-7,33,134,Easy,Easy,0,
8,easy,al-sudoku-easy-70,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-71,22,188,Easy,Medium,0,
8,easy,al-sudoku-easy-72,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-73,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-74,33,10120,Extreme,Extreme,44,
8,easy,al-sudoku-easy-75,32,138,Easy,Medium,0,
8,easy,al-sudoku-easy-76,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-77,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-78,33,134,Easy,Easy,0,
8,easy,al-sudoku-easy-79,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-8,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-80,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-81,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-82,32,148,Easy,Medium,0,
8,easy,al-sudoku-easy-83,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-84,32,138,Easy,Medium,0,
8,easy,al-sudoku-easy-85,35,116,Easy,Easy,0,
8,easy,al-sudoku-easy-86,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-87,33,144,Easy,Medium,0,
8,easy,al-sudoku-easy-88,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-89,33,134,Easy,Easy,0,
8,easy,al-sudoku-easy-9,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-90,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-91,35,116,Easy,Easy,0,
8,easy,al-sudoku-easy-92,32,138,Easy,Medium,0,
8,easy,al-sudoku-easy-93,32,138,Easy,Medium,0,
8,easy,al-sudoku-easy-94,32,128,Easy,Easy,0,
8,easy,al-sudoku-easy-95,34,120,Easy,Easy,0,
8,easy,al-sudoku-easy-96,34,130,Easy,Easy,0,
8,easy,al-sudoku-easy-97,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-98,33,124,Easy,Easy,0,
8,easy,al-sudoku-easy-99,33,124,Easy,Easy,0,
8,hard,al-sudoku-hard-1,20,296,Medium,Medium,0,
8,hard,al-sudoku-hard-10,23,284,Easy,Medium,0,
8,hard,al-sudoku-hard-100,24,170,Easy,Medium,0,
8,hard,al-sudoku-hard-101,19,190,Easy,Medium,0,
8,hard,al-sudoku-hard-102,20,236,Medium,Medium,0,
8,hard,al-sudoku-hard-103,19,260,Easy,Medium,0,
8,hard,al-sudoku-hard-104,20,41420,Extreme,Extreme,246,
8,hard,al-sudoku-hard-105,23,264,Easy,Medium,0,
8,hard,al-sudoku-hard-106,19,550,Medium,Hard,0,
8,hard,al-sudoku-hard-107,17,358,Medium,Hard,0,
8,hard,al-sudoku-hard-108,19,180,Easy,Medium,0,
8,hard,al-sudoku-hard-109,19,31888,Extreme,Extreme,214,
8,hard,al-sudoku-hard-11,21,202,Easy,Medium,0,
8,hard,al-sudoku-hard-110,19,330,Easy,Hard,0,
8,hard,al-sudoku-hard-111,20,306,Easy,Medium,0,
8,hard,al-sudoku-hard-112,18,244,Easy,Medium,0,
8,hard,al-sudoku-hard-113,19,54490,Extreme,Extreme,545,
8,hard,al-sudoku-hard-114,22,178,Easy,Medium,0,
8,hard,al-sudoku-hard-115,22,238,Easy,Medium,0,
8,hard,al-sudoku-hard-116,17,35276,Extreme,Extreme,638,
8,hard,al-sudoku-hard-117,20,176,Easy,Medium,0,
8,hard,al-sudoku-hard-118,20,206,Easy,Medium,0,
8,hard,al-sudoku-hard-12,20,216,Easy,Medium,0,
8,hard,al-sudoku-hard-13,21,242,Easy,Medium,0,
8,hard,al-sudoku-hard-14,19,32358,Extreme,Extreme,307,
8,hard,al-sudoku-hard-15,19,250,Easy,Medium,0,
8,hard,al-sudoku-hard-16,19,370,Medium,Hard,0,
8,hard,al-sudoku-hard-17,18,294,Medium,Medium,0,
8,hard,al-sudoku-hard-18,19,10406,Extreme,Extreme,57,
8,hard,al-sudoku-hard-19,18,284,Medium,Medium,0,
8,hard,al-sudoku-hard-2,18,244,Easy,Medium,0,
8,hard,al-sudoku-hard-20,19,270,Medium,Medium,0,
8,hard,al-sudoku-hard-21,19,270,Easy,Medium,0,
8,hard,al-sudoku-hard-22,18,324,Easy,Hard,0,
8,hard,al-sudoku-hard-23,20,78868,Extreme,Extreme,1273,
8,hard,al-sudoku-hard-24,20,20528,Extreme,Extreme,133,
8,hard,al-sudoku-hard-25,20,236,Easy,Medium,0,
8,hard,al-sudoku-hard-26,18,32912,Extreme,Extreme,515,
8,hard,al-sudoku-hard-27,19,33128,Extreme,Extreme,313,
8,hard,al-sudoku-hard-28,19,310,Medium,Hard,0,
8,hard,al-sudoku-hard-29,21,282,Easy,Medium,0,
8,hard,al-sudoku-hard-3,18,36922,Extreme,Extreme,850,
8,hard,al-sudoku-hard-30,19,490,Medium,Hard,0,
8,hard,al-sudoku-hard-31,19,34558,Extreme,Extreme,592,
8,hard,al-sudoku-hard-32,22,268,Medium,Medium,0,
8,hard,al-sudoku-hard-33,20,256,Easy,Medium,0,
8,hard,al-sudoku-hard-34,23,214,Easy,Medium,0,
8,hard,al-sudoku-hard-35,21,542,Medium,Hard,0,
8,hard,al-sudoku-hard-36,20,266,Easy,Medium,0,
8,hard,al-sudoku-hard-37,19,250,Easy,Medium,0,
8,hard,al-sudoku-hard-38,18,234,Medium,Medium,0,
8,hard,al-sudoku-hard-39,18,264,Easy,Medium,0,
8,hard,al-sudoku-hard-4,18,594,Medium,Hard,0,
8,hard,al-sudoku-hard-40,22,20270,Extreme,Extreme,121,
8,hard,al-sudoku-hard-41,20,54056,Extreme,Extreme,643,
8,hard,al-sudoku-hard-42,20,266,Easy,Medium,0,
8,hard,al-sudoku-hard-43,19,350,Medium,Hard,0,
8,hard,al-sudoku-hard-44,20,456,Medium,Hard,0,
8,hard,al-sudoku-hard-45,18,184,Easy,Medium,0,
8,hard,al-sudoku-hard-46,18,404,Medium,Hard,0,
8,hard,al-sudoku-hard-47,19,41524,Extreme,Extreme,299,
8,hard,al-sudoku-hard-48,19,370,Medium,Hard,0,
8,hard,al-sudoku-hard-49,20,266,Medium,Medium,0,
8,hard,al-sudoku-hard-5,19,10406,Extreme,Extreme,61,
8,hard,al-sudoku-hard-50,21,172,Easy,Medium,0,
8,hard,al-sudoku-hard-51,19,41724,Extreme,Extreme,351,
8,hard,al-sudoku-hard-52,19,290,Easy,Medium,0,
8,hard,al-sudoku-hard-53,17,788,Hard,Hard,0,
8,hard,al-sudoku-hard-54,18,284,Easy,Medium,0,
8,hard,al-sudoku-hard-55,19,310,Easy,Hard,0,
8,hard,al-sudoku-hard-56,19,370,Medium,Hard,0,
8,hard,al-sudoku-hard-57,19,250,Medium,Medium,0,
8,hard,al-sudoku-hard-58,26,162,Easy,Medium,0,
8,hard,al-sudoku-hard-59,25,166,Easy,Medium,0,
8,hard,al-sudoku-hard-6,24,230,Easy,Medium,0,
8,hard,al-sudoku-hard-60,27,148,Easy,Medium,0,
8,hard,al-sudoku-hard-61,19,190,Easy,Medium,0,
8,hard,al-sudoku-hard-62,18,184,Easy,Medium,0,
8,hard,al-sudoku-hard-63,19,330,Medium,Hard,0,
8,hard,al-sudoku-hard-64,23,324,Medium,Hard,0,
8,hard,al-sudoku-hard-65,22,178,Easy,Medium,0,
8,hard,al-sudoku-hard-66,20,366,Easy,Hard,0,
8,hard,al-sudoku-hard-67,23,184,Easy,Medium,0,
8,hard,al-sudoku-hard-68,21,252,Medium,Medium,0,
8,hard,al-sudoku-hard-69,22,288,Medium,Medium,0,
8,hard,al-sudoku-hard-7,20,346,Medium,Hard,0,
8,hard,al-sudoku-hard-70,21,192,Easy,Medium,0,
8,hard,al-sudoku-hard-71,20,10282,Extreme,Extreme,61,
8,hard,al-sudoku-hard-72,22,258,Easy,Medium,0,
8,hard,al-sudoku-hard-73,19,350,Medium,Hard,0,
8,hard,al-sudoku-hard-74,19,20522,Extreme,Extreme,133,
8,hard,al-sudoku-hard-75,20,30904,Extreme,Extreme,199,
8,hard,al-sudoku-hard-76,18,61170,Extreme,Extreme,500,
8,hard,al-sudoku-hard-77,21,292,Easy,Medium,0,
8,hard,al-sudoku-hard-78,27,148,Easy,Medium,0,
